"Phrase","Count"
"a function there",1
"function there will",1
"be no collision",1
"no collision with",1
"collision with local",1
"with local variable",1
"local variable declarations",1
"variable declarations and",1
"declarations and no",1
"and no problems",1
"no problems with",2
"problems with compilation",1
"the code the",1
"code the output",1
"output variable is",1
"is the return",1
"the return of",1
"return of our",1
"our macro function",1
"macro function which",1
"which is then",1
"is then returned",1
"then returned to",1
"returned to the",1
"will now output",1
"now output that",1
"output that value",1
"log and attempt",1
"and attempt to",1
"attempt to run",1
"to run our",1
"our application has",1
"has now run",1
"now run and",1
"run and the",1
"output variable contains",1
"variable contains A1",1
"contains A1, B2",1
"have successfully taken",1
"successfully taken two",1
"taken two variables",1
"two variables and",1
"variables and interleaved",1
"and interleaved the",1
"interleaved the string",1
"the string constants",1
"string constants into",1
"constants into a",1
"a new output",2
"new output variable",1
"And we've outputted",1
"we've outputted that",1
"outputted that to",1
"our log so",2
"macro function is",1
"function is a",1
"very straightforward and",1
"straightforward and simple",1
"and simple function",1
"But it does",1
"it does illustrate",1
"does illustrate what",1
"illustrate what we",1
"do with a",1
"with a macro",1
"So to illustrate",1
"to illustrate that",1
"illustrate that calling",1
"that calling this",1
"macro function would",1
"function would have",1
"would have no",1
"problems with the",1
"declaration of variables",1
"of variables let's",1
"variables let's call",1
"let's call it",1
"call it once",1
"it once more",1
"once more within",1
"more within the",1
"time we're going",1
"going to reverse",1
"to reverse the",1
"reverse the parameters",1
"declared a second",1
"a second output",1
"second output variable",1
"output variable, output2",1
"populating that by",1
"that by calling",1
"by calling our",1
"calling our fold",1
"our fold string",1
"fold string macro",1
"string macro with",1
"the parameters reversed",1
"With data2 as",1
"data2 as the",1
"first parameter and",1
"parameter and data1",1
"and data1 as",1
"data1 as the",1
"quite cleanly and",1
"cleanly and will",1
"and will give",1
"us the output",1
"the output reversed",1
"now have 1A",1
"have 1A, 2B",1
"3C and So",1
"and So we",2
"macro function to",1
"a value, in",1
"of course return",1
"course return numerical",1
"return numerical values",1
"numerical values as",1
"values as well",1
"well as string",1
"as string values",1
"what other kinds",1
"other kinds of",1
"kinds of macros",1
"of macros could",1
"macros could we",1
"could we actually",1
"we actually create?",1
"actually create? One",1
"create? One of",1
"things you may",1
"to use within",1
"use within your",1
"application is the",1
"of the randomise",1
"randomise command is",1
"used to seed",1
"This seed value",1
"seed value can",1
"value can be",1
"used to give",1
"to give you",1
"you a predictable",1
"a predictable list",1
"predictable list of",1
"list of pseudo",1
"of pseudo random",1
"pseudo random numbers",1
"If you want",2
"you want your",1
"want your randomise",1
"your randomise routines",1
"randomise routines to",1
"routines to return",1
"to return values",1
"return values as",1
"values as random",1
"as random as",1
"random as possible",1
"as possible you",1
"possible you want",1
"want to seed",1
"to seed it",1
"seed it with",1
"value that changes",1
"that changes every",1
"changes every time",1
"The timer command",1
"timer command can",1
"command can be",1
"used to do",1
"But what we're",1
"now is we're",2
"small macro as",1
"macro as a",1
"as a function",1
"return a randomised",1
"a randomised seed",1
"this macro random",1
"macro random seed",1
"library and we'll",1
"we'll create this",1
"So this macro",1
"this macro is",2
"return a D",1
"a D word",2
"D word, a",1
"a numerical value",1
"numerical value which",1
"value which we",1
"use to seed",1
"to seed our",1
"seed our random",1
"our random number",1
"to contain a",1
"contain a piece",1
"code which was",1
"which was originally",1
"was originally created",1
"originally created by",1
"created by Steve",1
"by Steve Hutchesson",1
"of the titans",1
"the titans of",1
"titans of the",1
"Power Basic forum",1
"Basic forum who",1
"forum who is",1
"who is sadly",1
"is sadly no",1
"sadly no longer",1
"no longer with",1
"longer with us",1
"before we're going",1
"to use macro",1
"use macro temp",1
"macro temp to",1
"temp to ensure",1
"to ensure there",1
"ensure there are",1
"there are no",1
"are no collisions",1
"no collisions with",1
"collisions with the",1
"with the variables",1
"the variables we're",1
"So our var",1
"our var variable",1
"var variable is",2
"be a D",1
"is what our",1
"what our macro",1
"using a bit",1
"bit of inline",1
"of inline assembly",2
"inline assembly here",1
"assembly here to",1
"here to return",1
"the value, efficiently",1
"efficiently and very",1
"and very quickly",1
"Our first command",1
"first command is",1
"command is rdtsc",1
"This reads the",1
"reads the current",1
"current value of",1
"of the processor's",1
"the processor's timestamp",1
"processor's timestamp counter",1
"timestamp counter into",1
"counter into one",1
"of the registers",1
"the registers of",1
"registers of the",1
"of the processor",1
"case we're particularly",1
"we're particularly interested",1
"particularly interested in",1
"in the EAX",1
"the EAX register",2
"Our second command",1
"second command is",1
"command is a",1
"is a swap",1
"a swap command",1
"This reverses the",1
"reverses the by",1
"the by order",1
"by order within",1
"order within the",1
"within the EAX",1
"And our third",1
"and final command",1
"final command is",1
"command is to",1
"is to copy",1
"to copy the",1
"copy the data",1
"data within that",1
"within that register",2
"that register to",1
"register to the",1
"to the variable",1
"have already declared",1
"already declared, our",1
"our D word",1
"D word var",1
"word var variable",1
"This move command",1
"move command quite",1
"command quite efficiently",1
"quite efficiently moves",1
"efficiently moves the",1
"moves the value",1
"value within that",2
"that register into",1
"register into the",1
"into the declared",1
"the declared variable",1
"This is one",1
"of the strengths",1
"the strengths of",1
"strengths of inline",1
"inline assembly within",1
"assembly within Power",1
"can pass information",1
"pass information from",1
"information from registers",1
"from registers straight",1
"registers straight into",1
"straight into your",1
"into your variable",1
"And this var",1
"this var variable",1
"variable is what",1
"what we're returning",1
"we're returning to",1
"returning to the",1
"when we compile",1
"we compile any",1
"compile any reference",1
"to the mrandom",1
"the mrandom seed",1
"mrandom seed will",1
"seed will be",1
"replaced by these",1
"by these lines",1
"should get back",1
"get back a",1
"back a nice",1
"a nice large",1
"nice large D",1
"large D word",1
"D word value",1
"is our value",1
"our value on",1
"value on screen",1
"while we're sending",1
"we're sending this",1
"sending this value",1
"the screen we",1
"screen we would",1
"we would normally",1
"would normally use",1
"normally use it",1
"it as the",2
"as the parameter",1
"the parameter of",1
"parameter of the",1
"of the randomize",1
"randomize command as",1
"command as you",1
"Calling randomize and",1
"randomize and forward",1
"and forward by",1
"forward by our",1
"by our macro",1
"We can attempt",1
"can attempt to",1
"to compile that",1
"compile that and",1
"that and it",1
"us a random",1
"if we declare",1
"we declare a",1
"called value we",1
"value we set",1
"that variable using",1
"the random command",2
"random command to",1
"command to give",1
"value between 1",1
"1 and 20",1
"can then push",1
"then push that",1
"push that value",1
"that value out",1
"value we get",1
"we get is",1
"get is 16",1
"Since the random",1
"number generator has",1
"generator has already",1
"already been seeded",1
"been seeded we",1
"seeded we can",1
"can make a",1
"to the random",1
"random command once",1
"once more and",1
"more and get",1
"and get a",1
"So first time",1
"first time we're",1
"time we're getting",1
"we're getting So",1
"getting So this",1
"So this gives",1
"very easy way",1
"easy way of",1
"way of getting",1
"of getting a",1
"getting a pseudo",1
"a pseudo random",1
"pseudo random number",1
"created a couple",1
"couple of macro",1
"of macro functions",1
"These macro functions",1
"macro functions are",1
"functions are set",1
"are set up",2
"set up in",2
"an include library",1
"include library with",1
"library with the",1
"the previous macro",1
"previous macro functions",1
"macro functions we",1
"functions we did",1
"file can be",1
"called from any",1
"from any of",1
"any of your",1
"applications and will",1
"and will only",1
"will only add",1
"only add to",1
"add to the",1
"the code of",1
"the executable should",1
"executable should the",1
"should the macros",1
"the macros be",1
"macros be referenced",1
"be referenced within",1
"referenced within the",1
"Macros are a",1
"are a very",1
"useful way to",1
"way to save",1
"to save tedious",1
"save tedious coding",1
"along the lines",1
"lines of using",1
"of using functions",1
"using functions and",1
"and subroutines in",1
"subroutines in include",1
"in include files",1
"software add-ons or",1
"add-ons or utilities",1
"or utilities for",1
"utilities for both",1
"again at Splinterware's",1
"at Splinterware's System",1
"Splinterware's System Scheduler",1
"System Scheduler, specifically",1
"specifically for its",1
"for its ability",1
"its ability to",1
"ability to monitor",2
"to monitor services",1
"Splinterware System Scheduler",2
"System Scheduler comes",1
"Scheduler comes in",1
"comes in two",1
"in two different",1
"two different versions",1
"It comes in",1
"comes in a",1
"in a free",1
"a free version",1
"free version, which",1
"which is limited",1
"is limited functionality",1
"limited functionality but",1
"functionality but is",1
"but is still",1
"is still very",1
"still very useful",1
"very useful, and",1
"and a professional",1
"a professional version",1
"professional version which",1
"version which currently",1
"which currently costs",1
"currently costs $30",1
"costs $30 per",1
"$30 per license",1
"This license cost",1
"license cost is",1
"cost is a",1
"is a one-off",1
"a one-off perpetual",1
"one-off perpetual license",1
"It is not",1
"not an annual",1
"an annual subscription",1
"is the professional",1
"the professional version",1
"professional version to",1
"version to look",1
"look at its",1
"at its additional",1
"its additional capabilities",1
"additional capabilities, specifically",1
"specifically the ability",1
"monitor a service",2
"before we get",1
"we get into",1
"get into that",1
"into that we'll",1
"that we'll have",1
"create a service",3
"a service to",1
"service to monitor",1
"want to be",1
"able to create",1
"a service, start",1
"start and stop",1
"and stop a",1
"stop a service",1
"a service at",1
"service at will",1
"So I don't",1
"I don't want",1
"to take down",1
"take down any",1
"down any of",1
"of the normal",1
"the normal Windows",1
"normal Windows services",1
"Windows services, so",1
"to use an",1
"use an application",1
"an application we",1
"application we wrote",1
"we wrote some",1
"wrote some time",1
"time ago which",1
"ago which will",1
"which will create",1
"create a PowerBasic",1
"a PowerBasic Windows",1
"PowerBasic Windows service",2
"our application here",1
"code of course",1
"course will be",1
"will be available",1
"be available to",1
"available to download",1
"to download from",1
"download from the",1
"from the GSF",1
"the GSF website",1
"GSF website and",1
"website and also",1
"and also GitHub",1
"What this application",1
"do is it's",1
"is it's going",1
"a service called",1
"service called 'AAAmonitor",1
"called 'AAAmonitor folder",1
"'AAAmonitor folder service'",1
"It will allow",1
"us to install",1
"to install this",4
"install this service",3
"this service and",2
"service and then",1
"can go into",1
"into the Task",1
"the Task Manager",1
"Task Manager and",2
"Manager and start",1
"and start the",1
"start the service",3
"the service from",1
"service from the",1
"from the Services",1
"the Services tab",1
"a folder that",1
"folder that contains",1
"that contains our",1
"contains our compiled",1
"our compiled CC",1
"compiled CC service",1
"CC service folder",2
"service folder monitor",2
"folder monitor EXE",1
"monitor EXE, which",1
"in fact the",1
"fact the binary",1
"the binary for",1
"binary for our",1
"for our service",1
"can be installed",1
"be installed one",1
"installed one of",1
"one of two",1
"of two ways",1
"You can install",2
"can install it",2
"install it using",1
"a Windows command",1
"Windows command prompt",1
"command prompt or",1
"prompt or you",1
"or you can",1
"install it from",1
"it from inside",1
"from inside PowerShell",1
"today is use",1
"is use PowerShell",1
"order to install",2
"this service we'll",2
"service we'll need",2
"to run PowerShell",1
"run PowerShell as",1
"PowerShell as administrator",1
"of all open",1
"all open up",1
"open up the",1
"up the folder",1
"the folder which",1
"contains the binary",1
"the binary which",1
"binary which is",1
"is our service",2
"Then we'll click",1
"we'll click in",1
"click in the",1
"in the blank",1
"the blank area",1
"blank area underneath",1
"area underneath and",1
"underneath and then",1
"and then hold",1
"then hold down",1
"hold down the",1
"down the alternate",1
"the alternate and",1
"alternate and press",1
"press the F",1
"the F key",1
"brings up the",1
"up the little",1
"the little window",1
"little window which",1
"window which allows",1
"us to open",1
"to open PowerShell",1
"open PowerShell either",1
"PowerShell either as",1
"either as a",1
"as a administrator",1
"a administrator or",1
"administrator or as",1
"or as our",1
"as our current",1
"our current user",1
"So we'll open",1
"we'll open it",1
"open it as",1
"it as administrator",1
"install this PowerBasic",1
"Windows service we'll",1
"to run this",1
"run this CC",1
"this CC service",1
"folder monitor executable",1
"So in PowerShell",1
"in PowerShell all",1
"PowerShell all we",1
"do is press",1
"is press the",1
"press the period",1
"the period key",1
"period key, a",1
"a slash key",1
"slash key and",1
"key and then",1
"of our executable",1
"This executable takes",1
"executable takes a",1
"takes a parameter",2
"It will either",1
"will either be",1
"either be install",1
"be install or",1
"install or uninstall",1
"Since we're attempting",1
"attempting to install",1
"service we'll use",1
"use the install",1
"the install parameter",1
"install parameter and",1
"parameter and then",1
"and then press",1
"then press the",1
"the enter key",1
"our service installed",1
"service installed, a",1
"a monitor folder",1
"monitor folder service",2
"can now view",1
"now view this",1
"view this service",1
"this service in",1
"service in Task",1
"in Task Manager",1
"Task Manager by",1
"Manager by going",1
"by going down",1
"going down to",1
"to the taskbar",1
"the taskbar, right",1
"right clicking and",1
"clicking and selecting",1
"and selecting Task",1
"selecting Task Manager",1
"see on the",1
"list of services",1
"of services the",1
"services the AAA",1
"the AAA monitor",1
"AAA monitor folder",1
"folder service is",1
"service is currently",2
"is currently installed",1
"currently installed but",1
"installed but stopped",1
"If we right",2
"we right click",2
"right click we",1
"can quite simply",1
"quite simply start",1
"simply start the",1
"So our service",1
"our service is",2
"service is now",1
"is now running",2
"that far we",1
"want to go",1
"the system scheduler",1
"system scheduler and",1
"scheduler and set",1
"and set up",2
"up a monitoring",1
"a monitoring process",1
"System scheduler can",1
"scheduler can be",1
"can be found",1
"be found down",1
"found down in",1
"down in the",4
"the system tray",1
"of different event",1
"different event types",1
"event types we",1
"types we can",1
"can actually set",2
"actually set up",2
"We're interested here",1
"interested here in",1
"here in setting",1
"in setting up",1
"up a service",1
"a service watcher",2
"We can give",1
"can give it",1
"it a title",1
"can put in",2
"put in the",2
"in the service",1
"the service name",1
"service name to",1
"name to watch",1
"We can browse",2
"can browse for",1
"browse for the",1
"for the service",1
"the service names",1
"service names and",1
"names and just",1
"and just pick",1
"just pick it",1
"pick it from",1
"from the list",2
"The next choice",1
"next choice you",1
"choice you have",1
"have is your",1
"is your criteria",1
"We're specifically wanting",1
"specifically wanting to",1
"wanting to know",1
"to know when",1
"know when the",1
"when the service",6
"the service is",8
"service is not",3
"is not running",4
"As in this",1
"want the service",1
"the service running",2
"service running all",1
"running all the",1
"all the time",1
"do is what",1
"is what we",1
"way of an",1
"of an action",1
"Do we want",2
"the service, stop",1
"stop the service",2
"the service or",2
"service or run",1
"or run some",1
"run some other",1
"some other event",1
"In Windows services",1
"Windows services you",1
"services you can",1
"can set them",1
"them up if",1
"up if they",1
"if they fail",1
"they fail to",1
"fail to restart",1
"we want an",1
"want an external",1
"an external monitoring",1
"external monitoring facility",1
"monitoring facility to",1
"facility to monitor",1
"monitor a particular",1
"a particular service",1
"particular service to",1
"service to see",1
"to see when",1
"see when it",1
"when it stops",1
"going to select",1
"to select run",1
"select run other",1
"run other event",1
"Now we haven't",1
"haven't created another",1
"created another event",1
"another event to",1
"event to run",1
"to run so",1
"run so we'll",1
"so we'll save",1
"save this as",1
"this as it",1
"it stands and",1
"stands and we'll",1
"to this in",1
"will just disable",1
"just disable the",1
"disable the event",1
"the event so",1
"event so that",1
"that it doesn't",1
"it doesn't run",1
"go into Power",1
"into Power Basic",1
"Basic and create",1
"and create an",1
"create an event",1
"an event which",1
"event which is",1
"going to notify",1
"to notify us",1
"notify us that",1
"us that something",1
"that something has",1
"something has indeed",1
"has indeed occurred",1
"created a very",1
"a very small",1
"very small program",1
"small program called",1
"program called test",1
"called test event",1
"This console application",1
"console application will",1
"application will open",1
"will open a",1
"open a console",1
"will then send",1
"then send this",1
"send this piece",1
"text out to",1
"to a file",1
"a file on",1
"file on the",1
"on the root",1
"the root of",1
"root of our",1
"of our path",1
"our path called",1
"path called status.txt",1
"It will append",1
"will append to",1
"append to that",1
"to that file",1
"that file each",1
"file each time",1
"it is triggered",1
"will then wait",1
"then wait for",1
"wait for two",1
"for two seconds",1
"two seconds and",1
"seconds and then",1
"then the application",1
"application will terminate",1
"compile that, and",1
"and that's the",1
"that's the event",1
"the event we",1
"event we want",1
"up in System",1
"in System Scheduler",2
"if we pop",1
"we pop back",1
"pop back in",1
"in there, right",1
"right click, pick",1
"pick edit, and",1
"now go in",1
"go in and",1
"in and set",1
"up our new",1
"our new event",1
"be an application",1
"So we click",1
"we click new",1
"click new event",1
"new event and",1
"event and we",1
"can now enter",1
"now enter the",1
"enter the details",1
"of this event",1
"can browse to",1
"browse to the",1
"There's our test",1
"our test event",1
"test event EXE",1
"put the working",1
"the working directory",1
"working directory in",1
"particular application needs",1
"application needs no",1
"needs no parameters",1
"is a box",1
"a box to",1
"to put parameters",1
"put parameters in",1
"parameters in, should",1
"should they be",1
"they be acquired",1
"can also set",1
"also set the",1
"set the state",1
"the state to",1
"state to be",1
"to be normal",1
"be normal, minimized",1
"maximized or hidden",1
"We'll just leave",1
"just leave it",1
"leave it as",1
"it as normal",1
"as normal for",1
"normal for the",1
"the moment as",1
"moment as we",1
"to see it",1
"see it coming",1
"it coming up",1
"need to schedule",1
"to schedule this",1
"schedule this particular",1
"this particular event",1
"particular event because",1
"event because the",1
"because the event",1
"the event is",1
"event is going",1
"to be triggered",1
"be triggered by",1
"triggered by the",1
"by the service",1
"the service watcher",1
"The advanced tab",3
"advanced tab will",1
"tab will come",1
"will come back",1
"So let's save",1
"let's save this",1
"this and go",1
"to our service",1
"our service watcher",1
"We can edit",1
"can edit that",1
"edit that and",1
"that and we",1
"can now pick",1
"now pick the",1
"pick the event",1
"the event from",1
"event from the",1
"Log the failure",1
"the failure of",1
"failure of the",1
"of the service",2
"we've set that",1
"set that, we",1
"set the schedule",1
"How often do",1
"often do we",1
"want this monitoring",1
"this monitoring process",1
"monitoring process to",1
"process to run?",1
"to run? Normally",1
"run? Normally, if",1
"if you're monitoring",1
"you're monitoring a",1
"monitoring a system",1
"a system, you",1
"you won't want",1
"won't want to",1
"to check it",1
"check it too",1
"it too often",1
"of this demonstration",1
"this demonstration, we're",1
"to run it",2
"run it every",1
"it every minute",1
"So default to",1
"default to running",1
"to running every",1
"running every one",1
"every one minute",1
"You can increase",1
"can increase this",1
"increase this value",1
"this value, say",1
"for example, to",1
"to every 10",1
"every 10 minutes",1
"And it gives",1
"gives you other",1
"you other options",1
"can set it",1
"it to start",1
"to start at",1
"start at some",1
"the future, at",1
"at a particular",1
"a particular time",1
"particular time and",1
"time and a",1
"and a particular",1
"we'll leave this",1
"leave this at",1
"this at one",1
"at one minute",1
"one minute intervals",1
"minute intervals for",1
"intervals for the",1
"that now, and",1
"if we enable",1
"we enable the",1
"enable the event",1
"the event, we",1
"we can look",1
"can look at",1
"at the log",2
"the log of",1
"log of the",1
"of the event",2
"the event when",1
"event when something",1
"when something actually",1
"something actually triggers",1
"As we saw",1
"we saw earlier",1
"saw earlier, our",1
"is currently running",1
"our monitoring service",2
"monitoring service should",1
"service should not",1
"should not trigger",1
"not trigger, because",1
"because we're specifically",1
"we're specifically looking",1
"for the criteria",1
"the criteria of",1
"criteria of the",1
"see our monitoring",1
"our monitoring system",1
"monitoring system has",1
"system has kicked",1
"has kicked in",1
"kicked in at",1
"in at last",1
"at last run",1
"last run at",1
"run at 14.15",1
"We can right",2
"can right click",2
"right click and",2
"click and view",1
"and view the",1
"view the event",1
"the event log",4
"event log file",4
"that the event",1
"the event has",1
"event has started",1
"has started, but",1
"but the service",1
"service is already",1
"is no action",1
"no action required",1
"So our monitor",1
"our monitor appears",1
"monitor appears to",1
"to be running",1
"be running quite",1
"So let's test",1
"let's test it",1
"back to task",1
"to task manager",1
"manager and stop",1
"and stop the",1
"That's our service",1
"our service stopped",1
"have to wait",1
"wait for 60",1
"for 60 seconds",1
"60 seconds for",1
"seconds for the",1
"the next run",1
"next run of",1
"run of our",1
"of our monitor",1
"What should happen",1
"should happen is",1
"happen is our",1
"is our monitor",1
"our monitor should",1
"monitor should trigger",1
"should trigger, check",1
"check the service",1
"the service, realize",1
"realize it's not",1
"it's not running",1
"not running and",1
"running and should",1
"and should run",1
"should run our",1
"run our event",1
"has indeed done",1
"So our console",1
"console window has",1
"window has appeared",1
"has appeared on",1
"appeared on screen",1
"So the monitor",1
"the monitor should",1
"monitor should now",1
"now have checked",1
"have checked the",1
"checked the service",1
"on the event",1
"log file, we",1
"see it's telling",1
"it's telling us",1
"telling us the",1
"us the service",1
"not running, and",1
"now running the",1
"running the appropriate",1
"the appropriate action",1
"the folder, we",1
"can see there",1
"now a status.txt",1
"a status.txt, and",1
"this is telling",1
"is telling us",1
"telling us that",1
"that the service",2
"the service has",1
"service has indeed",1
"has indeed stopped",1
"indeed stopped and",1
"stopped and the",1
"the time it",1
"time it stopped",1
"it stopped at",1
"successfully used Splinterware",1
"used Splinterware system",1
"system scheduler to",1
"scheduler to monitor",1
"a service of",1
"service of our",1
"This monitor can",1
"monitor can be",1
"be set to",1
"set to run",1
"to run at",1
"run at predetermined",1
"at predetermined intervals",1
"predetermined intervals and",1
"intervals and check",1
"whether the service",1
"service is or",1
"is or is",1
"or is not",1
"And depending on",1
"on the criteria",1
"the criteria, which",1
"which you have",2
"you have selected",1
"have selected, you",1
"you can either",1
"can either report",1
"either report that",1
"report that service",1
"that service has",1
"service has started",1
"has started or",1
"started or a",1
"or a service",1
"a service has",1
"service has stopped",1
"let's delve a",1
"delve a little",1
"a little deeper",1
"little deeper into",1
"deeper into the",1
"into the other",1
"the other options",1
"other options for",1
"options for this",1
"for this process",1
"We haven't yet",1
"haven't yet looked",1
"yet looked at",1
"at the advanced",1
"advanced tab has",1
"tab has a",1
"number of tabs",1
"the run as",1
"run as tab",1
"This sets the",1
"sets the user",1
"used to actually",1
"to actually run",1
"actually run the",1
"run the monitor",1
"can change this",1
"this to always",1
"to always use",1
"always use the",1
"use the service",1
"service or local",1
"or local system",1
"local system account",2
"This is non",1
"is non interactive",1
"use this when",1
"this when you",1
"when you want",2
"you want no",1
"want no feedback",1
"no feedback to",1
"feedback to the",1
"You want this",1
"this to run",1
"to run quite",1
"run quite silently",2
"save that, if",1
"the log file",1
"log file, we'll",1
"we'll see at",1
"the moment the",1
"moment the service",1
"service is running",1
"is running as",1
"running as a",1
"as a specific",1
"a specific user",1
"that we've changed",1
"we've changed the",1
"changed the service",1
"the service to",1
"service to run",1
"to run as",1
"run as the",1
"as the system",1
"the system account",1
"system account, we",1
"we get system",1
"get system SVC",1
"system SVC in",1
"SVC in brackets",1
"tells us it's",1
"us it's a",1
"it's a non",1
"a non interactive",2
"non interactive local",1
"interactive local system",1
"system account that's",1
"account that's actually",1
"that's actually being",1
"actually being used",1
"you will notice",1
"will notice that",1
"notice that when",1
"that when this",1
"when this triggered",1
"this triggered there",1
"triggered there, it",1
"it did not",1
"did not display",1
"not display your",1
"display your console",1
"your console on",1
"console on the",1
"Because it's running",1
"it's running in",1
"in a non",1
"non interactive mode",1
"interactive mode, it",1
"not display any",1
"display any console",1
"any console or",1
"console or other",1
"or other windows",1
"other windows to",1
"windows to the",1
"it can run",1
"can run quite",1
"quite silently and",1
"silently and not",1
"and not interrupt",1
"not interrupt somebody's",1
"interrupt somebody's work",1
"somebody's work on",1
"work on the",1
"on the computer",2
"else can system",1
"can system schedule",1
"system schedule do",1
"schedule do in",1
"do in this",1
"in this advanced",1
"this advanced tab?",1
"advanced tab? We",1
"tab? We have",1
"have a notifications",1
"a notifications tab",1
"up to send",1
"to send an",1
"send an email",1
"an email notification",1
"For which you",1
"define an SMTP",1
"an SMTP server",1
"defined that, you",1
"put in an",1
"in an email",1
"you can trigger",1
"can trigger emails",1
"trigger emails when",1
"emails when the",1
"when the event",4
"the event starts",1
"event starts to",1
"starts to run",1
"to run, when",1
"the event criteria",2
"event criteria is",2
"criteria is matched",1
"is matched, when",1
"criteria is not",1
"is not matched",1
"not matched or",1
"matched or when",1
"or when the",3
"the event error",1
"event error or",1
"error or failure",1
"or failure is",1
"failure is detected",1
"You can even",1
"can even include",1
"even include the",1
"include the last",1
"the last few",1
"last few lines",1
"few lines of",1
"lines of the",1
"log file in",1
"file in the",1
"go further and",1
"further and set",1
"and set date",1
"set date time",1
"date time restrictions",1
"time restrictions on",1
"restrictions on when",1
"on when the",1
"when the running",1
"running of application",1
"of application events",1
"application events is",1
"events is going",1
"going to happen",1
"can set holidays",1
"set holidays, non",1
"non working days",1
"working days and",1
"days and to",1
"and to run",1
"to run within",1
"run within date",1
"within date and",1
"and time ranges",1
"For the event",1
"the event processing",1
"event processing, if",1
"if an event",1
"an event is",1
"event is missed",1
"is missed, for",1
"for example when",1
"example when the",1
"when the computer",1
"the computer or",1
"or server is",1
"server is powered",1
"is powered off",1
"powered off, we",1
"can decide to",1
"decide to do",1
"to do nothing",1
"do nothing, to",1
"run it on",1
"it on startup",1
"on startup or",1
"startup or after",1
"or after a",1
"after a prompt",1
"a prompt on",1
"prompt on the",1
"on the login",1
"if the events",1
"the events are",1
"events are scheduled",1
"are scheduled to",1
"scheduled to run",2
"to run once",1
"run once only",1
"once only, we",1
"we can delete",1
"can delete the",1
"delete the completed",1
"the completed event",1
"completed event if",1
"event if it's",1
"it's not scheduled",1
"not scheduled to",1
"to run again",1
"So we've monitored",1
"we've monitored the",2
"monitored the service",2
"the service when",2
"service when the",2
"service is operational",1
"is operational and",1
"operational and running",1
"service is stopped",1
"if we de-install",1
"we de-install the",1
"de-install the service?",1
"the service? Let's",1
"service? Let's go",1
"to our PowerShell",1
"our PowerShell and",1
"PowerShell and de-install",1
"and de-install the",1
"de-install the service",1
"the service completely",1
"is our monitoring",2
"our monitoring folder",1
"monitoring folder service",1
"folder service now",1
"service now uninstalled",1
"now uninstalled from",1
"uninstalled from the",1
"from the computer",1
"So what will",1
"what will happen",1
"will happen when",1
"happen when the",1
"when the monitor",1
"the monitor is",1
"monitor is next",1
"is next run?",1
"next run? And",1
"run? And there",1
"monitoring service actually",1
"service actually triggered",1
"see there's an",1
"there's an exclamation",1
"an exclamation mark",1
"exclamation mark beside",1
"mark beside the",1
"beside the event",1
"the event type",1
"we look down",1
"look down in",1
"in the bottom",1
"the bottom window",1
"bottom window, it",1
"us that this",1
"that this service",1
"this service does",1
"service does no",1
"no longer exist",1
"click and look",1
"and look at",1
"scroll down to",1
"the bottom, we'll",1
"we'll see it's",1
"see it's reporting",1
"it's reporting that",1
"reporting that the",1
"the service does",1
"service does not",1
"not exist anymore",1
"is we've installed",1
"we've installed a",1
"installed a Power",1
"Basic Windows service",1
"Windows service using",1
"service using PowerShell",1
"using PowerShell on",1
"PowerShell on our",1
"on our local",1
"our local computer",1
"We've started this",1
"started this service",1
"service and in",1
"and in System",1
"System Scheduler Professional",1
"Scheduler Professional, we've",1
"created a service",1
"service watcher to",1
"watcher to monitor",1
"to monitor our",1
"monitor our service",1
"And should that",1
"should that service",1
"that service stop",1
"service stop running",1
"stop running, it",1
"it will trigger",1
"will trigger an",1
"trigger an additional",1
"an additional process",1
"additional process of",1
"process of our",1
"It will also",1
"will also maintain",1
"also maintain its",1
"maintain its own",1
"its own log",1
"own log file",1
"log file for",1
"file for when",1
"for when the",1
"the service was",2
"service was running",1
"was running, or",1
"service was not",1
"was not running",1
"not running, or",1
"the service no",1
"service no longer",1
"no longer existed",1
"longer existed on",1
"existed on the",1
"While you can",1
"can create some",1
"create some of",1
"some of this",1
"of this functionality",1
"this functionality within",1
"functionality within your",1
"your own Power",1
"own Power Basic",1
"Power Basic applications",1
"Basic applications, using",1
"using an external",1
"an external process",1
"external process like",1
"process like this",1
"like this is",1
"is very quick",1
"very quick and",1
"you'll find all",1
"find all this",1
"in your day",1
"your day to",1
"day to day",1
"to day applications",1
"day applications, but",1
"of pointers with",1
"pointers with user-defined",1
"with user-defined types",1
"I have been",1
"have been asked",1
"been asked if",1
"asked if I",1
"if I can",1
"I can provide",1
"can provide a",1
"provide a video",1
"video on pointers",1
"on pointers, giving",1
"giving a simple",1
"a simple explanation",1
"simple explanation of",1
"explanation of what",1
"and how they",1
"how they can",1
"This will lead",1
"will lead on",1
"lead on nicely",1
"on nicely from",1
"nicely from our",1
"from our previous",1
"previous video on",1
"video on user-defined",1
"on user-defined types",1
"types and unions",1
"today is take",1
"is take the",1
"take the application",1
"application we created",1
"last video and",1
"video and we're",1
"put some pointers",1
"some pointers at",1
"pointers at the",1
"For detailed coverage",1
"detailed coverage of",1
"coverage of the",1
"of the creation",1
"creation of these",1
"of these user-defined",1
"these user-defined types",1
"user-defined types, if",1
"want to watch",1
"to watch the",1
"watch the previous",1
"I'll put the",1
"put the links",1
"the links in",1
